,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,density,pH,sulphates,alcohol,Bound_sulfur_dioxide
1474,9.9,0.5,0.5,13.8,0.205,48.0,1.00242,3.16,0.75,8.8,34.0
1529,7.1,0.69,0.08,2.1,0.063,42.0,0.99608,3.42,0.6,10.2,10.0
1427,7.6,0.41,0.33,2.5,0.078,6.0,0.9957,3.3,0.58,11.2,17.0
1254,7.8,0.7,0.06,1.9,0.079,20.0,0.99628,3.4,0.69,10.9,15.0
1392,7.1,0.62,0.06,1.3,0.07,5.0,0.9942,3.17,0.48,9.8,7.0
340,12.2,0.34,0.5,2.4,0.066,10.0,1.0,3.12,1.18,9.2,11.0
1270,5.0,0.38,0.01,1.6,0.048,26.0,0.99084,3.7,0.75,14.0,34.0
195,7.8,0.59,0.33,2.0,0.074,24.0,0.9968,3.25,0.54,9.4,96.0
832,10.4,0.44,0.42,1.5,0.145,34.0,0.99832,3.38,0.86,9.9,14.0
794,10.1,0.27,0.54,2.3,0.065,7.0,0.99531,3.17,0.53,12.5,19.0
666,8.3,0.49,0.36,1.8,0.222,6.0,0.998,3.18,0.6,9.5,10.0
264,12.5,0.56,0.49,2.4,0.064,5.0,0.9999,3.08,0.87,10.9,22.0
1167,8.2,0.33,0.39,2.5,0.074,29.0,0.99528,3.32,0.88,12.4,19.0
806,8.4,0.25,0.39,2.0,0.041,4.0,0.99386,3.27,0.71,12.5,6.0
504,10.5,0.24,0.42,1.8,0.077,6.0,0.9976,3.21,1.05,10.8,16.0
369,9.4,0.27,0.53,2.4,0.074,6.0,0.9962,3.2,1.13,12.0,12.0
361,8.6,0.45,0.31,2.6,0.086,21.0,0.9982,3.37,0.91,9.9,29.0
33,6.9,0.605,0.12,10.7,0.073,40.0,0.9993,3.45,0.52,9.4,43.0
1113,8.9,0.24,0.39,1.6,0.074,3.0,0.99698,3.12,0.59,9.5,7.0
1231,7.8,0.815,0.01,2.6,0.074,48.0,0.99621,3.38,0.62,10.8,42.0
1098,8.0,0.31,0.45,2.1,0.216,5.0,0.99358,3.15,0.81,12.5,11.0
177,7.5,0.52,0.42,2.3,0.087,8.0,0.9972,3.58,0.61,10.5,30.0
1501,7.8,0.82,0.29,4.3,0.083,21.0,0.99642,3.16,0.53,9.4,43.0
1129,10.5,0.43,0.35,3.3,0.092,24.0,0.99798,3.21,0.69,10.5,46.0
468,11.4,0.36,0.69,2.1,0.09,6.0,1.0,3.17,0.62,9.2,15.0
711,8.9,0.565,0.34,3.0,0.093,16.0,0.9998,3.38,0.61,9.5,96.0
712,8.7,0.69,0.0,3.2,0.084,13.0,0.9992,3.36,0.45,9.4,20.0
1223,10.5,0.36,0.47,2.2,0.074,9.0,0.99638,3.23,0.76,12.0,14.0
1008,8.9,0.35,0.4,3.6,0.11,12.0,0.99549,3.23,0.7,12.0,12.0
1102,6.1,0.48,0.09,1.7,0.078,18.0,0.99402,3.45,0.54,11.2,12.0
549,9.0,0.53,0.49,1.9,0.171,6.0,0.9975,3.27,0.61,9.4,19.0
12,5.6,0.615,0.0,1.6,0.089,16.0,0.9943,3.58,0.52,9.9,43.0
99,8.1,0.545,0.18,1.9,0.08,13.0,0.9972,3.3,0.59,9.0,22.0
604,8.3,0.58,0.13,2.9,0.096,14.0,0.9984,3.17,0.62,9.1,49.0
816,9.8,0.51,0.19,3.2,0.081,8.0,0.9984,3.23,0.58,10.5,22.0
1156,8.5,0.18,0.51,1.75,0.071,45.0,0.99524,3.33,0.76,11.8,43.0
1196,7.9,0.58,0.23,2.3,0.076,23.0,0.99686,3.21,0.58,9.5,71.0
267,7.9,0.35,0.46,3.6,0.078,15.0,0.9973,3.35,0.86,12.8,22.0
1426,7.7,0.23,0.37,1.8,0.046,23.0,0.9971,3.41,0.71,12.1,37.0
907,6.1,0.56,0.0,2.2,0.079,6.0,0.9948,3.59,0.54,11.5,3.0
75,8.8,0.41,0.64,2.2,0.093,9.0,0.9986,3.54,0.66,10.5,33.0
1384,7.1,0.755,0.15,1.8,0.107,20.0,0.99593,3.19,0.5,9.5,64.0
1011,8.9,0.32,0.31,2.0,0.088,12.0,0.9957,3.17,0.55,10.4,7.0
1441,7.4,0.785,0.19,5.2,0.094,19.0,0.99713,3.16,0.52,9.566666667,79.0
476,9.3,0.27,0.41,2.0,0.091,6.0,0.998,3.28,0.7,9.7,10.0
1077,8.6,0.37,0.65,6.4,0.08,3.0,0.99817,3.27,0.58,11.0,5.0
231,8.0,0.38,0.06,1.8,0.078,12.0,0.99625,3.37,0.52,9.9,37.0
279,8.9,0.4,0.32,5.6,0.087,10.0,0.9991,3.38,0.77,10.5,37.0
939,6.2,0.46,0.17,1.6,0.073,7.0,0.99425,3.61,0.54,11.4,4.0
1394,6.4,0.57,0.14,3.9,0.07,27.0,0.99669,3.32,0.48,9.2,46.0
582,11.7,0.49,0.49,2.2,0.083,5.0,1.0,3.19,0.43,9.2,10.0
54,7.6,0.51,0.15,2.8,0.11,33.0,0.9955,3.17,0.63,10.2,40.0
808,7.4,0.53,0.12,1.9,0.165,4.0,0.99702,3.26,0.86,9.2,8.0
1048,9.3,0.49,0.36,1.7,0.081,3.0,0.99702,3.27,0.78,10.9,11.0
445,9.5,0.735,0.1,2.1,0.079,6.0,0.9986,3.23,0.56,10.1,25.0
372,9.1,0.28,0.48,1.8,0.067,26.0,0.9967,3.32,1.04,10.6,20.0
1534,6.6,0.56,0.14,2.4,0.064,13.0,0.99397,3.42,0.62,11.7,16.0
1023,8.2,0.32,0.42,2.3,0.098,3.0,0.99506,3.27,0.55,12.3,6.0
386,7.8,0.54,0.26,2.0,0.088,23.0,0.9981,3.41,0.74,9.2,25.0
1462,6.8,0.64,0.03,2.3,0.075,14.0,0.99545,3.36,0.58,10.4,17.0
733,7.0,0.45,0.34,2.7,0.082,16.0,0.998,3.55,0.6,9.5,56.0
1344,11.5,0.42,0.48,2.6,0.077,8.0,0.99852,3.09,0.53,11.0,12.0
19,7.9,0.32,0.51,1.8,0.341,17.0,0.9969,3.04,1.08,9.2,39.0
136,8.3,0.715,0.15,1.8,0.089,10.0,0.9968,3.23,0.77,9.5,42.0
551,9.4,0.43,0.24,2.8,0.092,14.0,0.998,3.19,0.73,10.0,31.0
1381,6.8,0.83,0.09,1.8,0.074,4.0,0.99534,3.38,0.45,9.6,21.0
9,7.5,0.5,0.36,6.1,0.071,17.0,0.9978,3.35,0.8,10.5,85.0
1169,7.6,0.5,0.29,2.3,0.086,5.0,0.99502,3.32,0.62,11.5,9.0
470,13.0,0.32,0.65,2.6,0.093,15.0,0.9996,3.05,0.61,10.6,32.0
175,6.9,0.5,0.04,1.5,0.085,19.0,0.9958,3.35,0.78,9.5,30.0
588,5.0,0.42,0.24,2.0,0.06,19.0,0.9917,3.72,0.74,14.0,31.0
1498,6.6,0.895,0.04,2.3,0.068,7.0,0.99582,3.53,0.58,10.8,6.0
1413,9.9,0.57,0.25,2.0,0.104,12.0,0.9963,3.04,0.9,10.1,77.0
184,6.7,0.62,0.21,1.9,0.079,8.0,0.997,3.52,0.58,9.3,54.0
706,7.0,0.78,0.08,2.0,0.093,10.0,0.9956,3.4,0.47,10.0,9.0
615,9.6,0.6,0.5,2.3,0.079,28.0,0.9997,3.5,0.57,9.7,43.0
1153,9.6,0.42,0.35,2.1,0.083,17.0,0.99622,3.23,0.66,11.1,21.0
463,8.1,0.66,0.7,2.2,0.098,25.0,0.9972,3.08,0.53,9.0,104.0
818,7.1,0.715,0.0,2.35,0.071,21.0,0.99632,3.29,0.45,9.4,26.0
196,7.3,0.58,0.3,2.4,0.074,15.0,0.9968,3.46,0.59,10.2,40.0
1541,7.4,0.25,0.29,2.2,0.054,19.0,0.99666,3.4,0.76,10.9,30.0
542,9.3,0.715,0.24,2.1,0.07,5.0,0.9966,3.12,0.59,9.9,15.0
1593,6.8,0.62,0.08,1.9,0.068,28.0,0.99651,3.42,0.82,9.5,10.0
1562,7.2,0.695,0.13,2.0,0.076,12.0,0.99546,3.29,0.54,10.1,8.0
1530,6.6,0.44,0.09,2.2,0.063,9.0,0.99444,3.42,0.69,11.3,9.0
243,15.0,0.21,0.44,2.2,0.075,10.0,1.00005,3.07,0.84,9.2,14.0
1051,8.5,0.46,0.59,1.4,0.414,16.0,0.99702,3.03,1.34,9.2,29.0
890,7.2,0.34,0.24,2.0,0.071,30.0,0.99576,3.44,0.58,10.1,22.0
839,6.0,0.5,0.04,2.2,0.092,13.0,0.99647,3.46,0.47,10.0,13.0
428,9.1,0.52,0.33,1.3,0.07,9.0,0.9978,3.24,0.6,9.3,21.0
364,12.8,0.615,0.66,5.8,0.083,7.0,1.0022,3.07,0.73,10.0,35.0
1224,12.6,0.39,0.49,2.5,0.08,8.0,0.9992,3.07,0.82,10.3,12.0
869,7.6,0.63,0.03,2.0,0.08,27.0,0.99578,3.44,0.64,10.9,16.0
1438,7.0,0.59,0.0,1.7,0.052,3.0,0.996,3.41,0.47,10.3,5.0
1587,5.8,0.61,0.11,1.8,0.066,18.0,0.99483,3.55,0.66,10.9,10.0
1007,9.1,0.3,0.34,2.0,0.064,12.0,0.99516,3.26,0.84,11.7,13.0
779,7.1,0.52,0.03,2.6,0.076,21.0,0.99745,3.5,0.6,9.8,71.0
1277,7.0,0.69,0.0,1.9,0.114,3.0,0.99636,3.35,0.6,9.7,7.0
1523,6.8,0.48,0.25,2.0,0.076,29.0,0.9953,3.34,0.6,10.4,32.0
1477,5.3,0.47,0.11,2.2,0.048,16.0,0.99182,3.54,0.88,13.6,73.0
178,7.0,0.805,0.0,2.5,0.068,7.0,0.9969,3.48,0.56,9.6,13.0
857,8.2,0.26,0.34,2.5,0.073,16.0,0.99594,3.4,0.78,11.3,31.0
682,8.5,0.46,0.31,2.25,0.078,32.0,0.998,3.33,0.54,9.8,26.0
754,7.8,0.48,0.68,1.7,0.415,14.0,0.99656,3.09,1.06,9.1,18.0
1141,8.2,0.38,0.32,2.5,0.08,24.0,0.99624,3.27,0.85,11.0,47.0
789,8.6,0.63,0.17,2.9,0.099,21.0,0.998,3.09,0.52,9.3,98.0
613,8.2,0.39,0.38,1.5,0.058,10.0,0.9962,3.26,0.74,9.8,19.0
209,11.0,0.3,0.58,2.1,0.054,7.0,0.998,3.31,0.88,10.5,12.0
801,8.6,0.55,0.09,3.3,0.068,8.0,0.99735,3.23,0.44,10.0,9.0
1094,6.6,0.725,0.09,5.5,0.117,9.0,0.99655,3.35,0.49,10.8,8.0
1436,10.0,0.38,0.38,1.6,0.169,27.0,0.99914,3.15,0.65,8.5,63.0
1122,6.3,0.47,0.0,1.4,0.055,27.0,0.9922,3.45,0.48,12.3,6.0
844,9.9,0.25,0.46,1.7,0.062,26.0,0.9959,3.18,0.83,10.6,16.0
1582,6.1,0.715,0.1,2.6,0.053,13.0,0.99362,3.57,0.5,11.9,14.0
1393,8.0,0.52,0.25,2.0,0.078,19.0,0.99612,3.3,0.48,10.2,40.0
1480,5.6,0.62,0.03,1.5,0.08,6.0,0.99498,3.66,0.62,10.1,7.0
215,7.0,0.49,0.49,5.6,0.06,26.0,0.9974,3.34,0.76,10.5,95.0
752,7.6,0.54,0.13,2.5,0.097,24.0,0.99785,3.39,0.61,9.4,42.0
1570,6.4,0.36,0.53,2.2,0.23,19.0,0.9934,3.37,0.93,12.4,16.0
124,7.8,0.5,0.17,1.6,0.082,21.0,0.996,3.39,0.48,9.5,81.0
872,7.3,0.35,0.24,2.0,0.067,28.0,0.99576,3.43,0.54,10.0,20.0
1360,9.2,0.54,0.31,2.3,0.112,11.0,0.99699,3.24,0.56,10.9,27.0
1216,7.9,0.57,0.31,2.0,0.079,10.0,0.99677,3.29,0.69,9.5,69.0
510,12.4,0.42,0.49,4.6,0.073,19.0,0.9978,3.02,0.61,9.5,24.0
35,7.8,0.645,0.0,5.5,0.086,5.0,0.9986,3.4,0.55,9.6,13.0
389,9.6,0.38,0.31,2.5,0.096,16.0,0.9982,3.19,0.7,10.0,33.0
650,10.7,0.43,0.39,2.2,0.106,8.0,0.9986,2.89,0.5,9.6,24.0
1285,11.3,0.37,0.5,1.8,0.09,20.0,0.99734,3.15,0.57,10.5,27.0
2,7.8,0.76,0.04,2.3,0.092,15.0,0.997,3.26,0.65,9.8,39.0
1566,6.7,0.16,0.64,2.1,0.059,24.0,0.99494,3.34,0.71,11.2,28.0
767,7.5,0.6,0.32,2.7,0.103,13.0,0.99938,3.45,0.62,9.5,85.0
1356,6.1,0.34,0.25,1.8,0.084,4.0,0.99464,3.36,0.44,10.1,24.0
390,5.6,0.85,0.05,1.4,0.045,12.0,0.9924,3.56,0.82,12.9,76.0
1411,6.4,0.47,0.4,2.4,0.071,8.0,0.9963,3.56,0.73,10.6,11.0
70,7.7,0.63,0.08,1.9,0.076,15.0,0.9967,3.32,0.54,9.5,12.0
131,5.6,0.5,0.09,2.3,0.049,17.0,0.9937,3.63,0.63,13.0,82.0
85,6.9,0.55,0.15,2.2,0.076,19.0,0.9961,3.41,0.59,10.1,21.0
1347,7.2,0.655,0.03,1.8,0.078,7.0,0.99587,3.34,0.39,9.5,5.0
657,12.0,0.5,0.59,1.4,0.073,23.0,0.998,2.92,0.68,10.5,19.0
307,10.3,0.41,0.42,2.4,0.213,6.0,0.9994,3.19,0.62,9.5,8.0
1375,7.2,0.56,0.26,2.0,0.083,13.0,0.99586,3.26,0.52,9.9,87.0
1135,8.0,0.25,0.43,1.7,0.067,22.0,0.9946,3.38,0.6,11.9,28.0
173,7.4,0.62,0.05,1.9,0.068,24.0,0.9961,3.42,0.57,11.5,18.0
563,7.6,0.29,0.49,2.7,0.092,25.0,0.9971,3.31,0.61,10.1,35.0
889,10.7,0.9,0.34,6.6,0.112,23.0,1.00289,3.22,0.68,9.3,76.0
432,11.9,0.37,0.69,2.3,0.078,12.0,0.9958,3.0,0.65,12.8,12.0
78,6.7,0.75,0.12,2.0,0.086,12.0,0.9958,3.38,0.52,10.1,68.0
1203,9.9,0.74,0.19,5.8,0.111,33.0,0.99878,3.14,0.55,9.4,43.0
693,9.0,0.48,0.32,2.8,0.084,21.0,0.9984,3.32,0.62,9.4,101.0
1517,6.5,0.53,0.06,2.0,0.063,29.0,0.99489,3.38,0.83,10.3,15.0
28,7.1,0.71,0.0,1.9,0.08,14.0,0.9972,3.47,0.55,9.4,21.0
881,7.6,0.715,0.0,2.1,0.068,30.0,0.99533,3.48,0.65,11.4,5.0
1258,6.8,0.64,0.0,2.7,0.123,15.0,0.99538,3.44,0.63,11.3,18.0
966,9.0,0.38,0.41,2.4,0.103,6.0,0.99604,3.13,0.58,11.9,4.0
543,11.2,0.66,0.24,2.5,0.085,16.0,0.9993,3.06,0.72,11.0,37.0
18,7.4,0.59,0.08,4.4,0.086,6.0,0.9974,3.38,0.5,9.0,23.0
58,7.8,0.59,0.18,2.3,0.076,17.0,0.9975,3.43,0.59,10.0,37.0
359,12.6,0.38,0.66,2.6,0.088,10.0,1.001,3.17,0.68,9.8,31.0
874,10.4,0.38,0.46,2.1,0.104,6.0,0.99664,3.12,0.65,11.8,4.0
1424,8.3,0.26,0.37,1.4,0.076,8.0,0.9974,3.26,0.7,9.6,15.0
223,8.6,0.645,0.25,2.0,0.083,8.0,0.99815,3.28,0.6,10.0,20.0
842,10.6,0.5,0.45,2.6,0.119,34.0,0.99708,3.23,0.72,10.9,34.0
792,7.1,0.61,0.02,2.5,0.081,17.0,0.99745,3.48,0.6,9.7,70.0
451,8.4,0.37,0.53,1.8,0.413,9.0,0.9979,3.06,1.06,9.1,17.0
1076,9.9,0.32,0.56,2.0,0.073,3.0,0.99534,3.15,0.73,11.4,5.0
1159,10.2,0.41,0.43,2.2,0.11,11.0,0.99728,3.16,0.67,10.8,26.0
913,9.4,0.395,0.46,4.6,0.094,3.0,0.99639,3.27,0.64,12.2,7.0
1081,7.9,0.3,0.68,8.3,0.05,37.5,0.99316,3.01,0.51,12.3,251.5
446,12.5,0.38,0.6,2.6,0.081,31.0,0.9996,3.1,0.73,10.5,41.0
1418,7.8,0.53,0.01,1.6,0.077,3.0,0.995,3.16,0.46,9.8,16.0
395,12.0,0.37,0.76,4.2,0.066,7.0,1.0004,3.22,0.6,13.0,31.0
221,7.4,0.53,0.26,2.0,0.101,16.0,0.9957,3.15,0.57,9.4,56.0
702,7.0,0.64,0.02,2.1,0.067,9.0,0.997,3.47,0.67,9.4,14.0
1263,8.2,0.78,0.0,2.2,0.089,13.0,0.9978,3.37,0.46,9.6,13.0
573,10.5,0.59,0.49,2.1,0.07,14.0,0.9991,3.3,0.56,9.6,33.0
927,8.4,0.67,0.19,2.2,0.093,11.0,0.99736,3.2,0.59,9.2,64.0
1576,8.0,0.3,0.63,1.6,0.081,16.0,0.99588,3.3,0.78,10.8,13.0
1161,8.8,0.45,0.43,1.4,0.076,12.0,0.99551,3.21,0.75,10.2,9.0
664,12.1,0.4,0.52,2.0,0.092,15.0,1.0,3.03,0.66,10.2,39.0
410,9.0,0.43,0.34,2.5,0.08,26.0,0.9987,3.38,0.62,9.5,60.0
83,7.3,0.67,0.26,1.8,0.401,16.0,0.9969,3.16,1.14,9.4,35.0
291,11.0,0.2,0.48,2.0,0.343,6.0,0.9979,3.3,0.71,10.5,12.0
30,6.7,0.675,0.07,2.4,0.089,17.0,0.9958,3.35,0.54,10.1,65.0
294,13.3,0.34,0.52,3.2,0.094,17.0,1.0014,3.05,0.81,9.5,36.0
232,8.5,0.37,0.2,2.8,0.09,18.0,0.998,3.34,0.7,9.6,40.0
791,8.8,0.64,0.17,2.9,0.084,25.0,0.99818,3.23,0.54,9.6,105.0
1131,5.9,0.19,0.21,1.7,0.045,57.0,0.99341,3.32,0.44,9.5,78.0
363,12.5,0.46,0.63,2.0,0.071,6.0,0.9988,2.99,0.87,10.2,9.0
1398,7.0,0.6,0.12,2.2,0.083,13.0,0.9966,3.52,0.62,10.2,15.0
188,7.9,0.5,0.33,2.0,0.084,15.0,0.9968,3.2,0.55,9.5,128.0
1569,6.2,0.51,0.14,1.9,0.056,15.0,0.99396,3.48,0.57,11.5,19.0
847,7.4,0.68,0.16,1.8,0.078,12.0,0.9977,3.5,0.7,9.9,27.0
1136,10.4,0.52,0.45,2.0,0.08,6.0,0.99774,3.22,0.76,11.4,7.0
1475,5.3,0.47,0.11,2.2,0.048,16.0,0.99182,3.54,0.88,13.56666667,73.0
690,7.4,1.185,0.0,4.25,0.097,5.0,0.9966,3.63,0.54,10.7,9.0
295,10.8,0.5,0.46,2.5,0.073,5.0,1.0001,3.05,0.64,9.5,22.0
1349,6.9,0.57,0.0,2.8,0.081,21.0,0.99518,3.41,0.52,10.8,20.0
216,8.7,0.625,0.16,2.0,0.101,13.0,0.9962,3.14,0.57,11.0,36.0
1488,5.6,0.54,0.04,1.7,0.049,5.0,0.9942,3.72,0.58,11.4,8.0
821,4.9,0.42,0.0,2.1,0.048,16.0,0.99154,3.71,0.74,14.0,26.0
205,12.8,0.3,0.74,2.6,0.095,9.0,0.9994,3.2,0.77,10.8,19.0
118,8.8,0.55,0.04,2.2,0.119,14.0,0.9962,3.21,0.6,10.9,42.0
755,7.8,0.91,0.07,1.9,0.058,22.0,0.99525,3.51,0.43,10.7,25.0
1502,7.3,0.585,0.18,2.4,0.078,15.0,0.99638,3.31,0.54,9.8,45.0
977,8.4,0.59,0.29,2.6,0.109,31.0,0.99801,3.15,0.5,9.1,88.0
1440,7.2,0.37,0.32,2.0,0.062,15.0,0.9947,3.23,0.73,11.3,13.0
353,13.5,0.53,0.79,4.8,0.12,23.0,1.0018,3.18,0.77,13.0,54.0
1151,6.1,0.58,0.23,2.5,0.044,16.0,0.99352,3.46,0.65,12.5,54.0
1082,7.2,0.38,0.3,1.8,0.073,31.0,0.99685,3.42,0.59,9.5,39.0
461,8.3,0.615,0.22,2.6,0.087,6.0,0.9982,3.26,0.61,9.3,13.0
760,9.0,0.58,0.25,2.8,0.075,9.0,0.99779,3.23,0.57,9.7,95.0
266,8.1,0.87,0.0,3.3,0.096,26.0,1.00025,3.6,0.72,9.8,35.0
1022,7.0,0.51,0.09,2.1,0.062,4.0,0.99584,3.35,0.54,10.5,5.0
654,8.6,0.47,0.47,2.4,0.074,7.0,0.9979,3.08,0.46,9.5,22.0
577,8.8,0.44,0.49,2.8,0.083,18.0,0.9982,3.3,0.6,9.5,93.0
341,10.6,0.42,0.48,2.7,0.065,5.0,0.9972,3.21,0.87,11.3,13.0
350,10.7,0.67,0.22,2.7,0.107,17.0,1.0004,3.28,0.98,9.9,17.0
1515,6.9,0.84,0.21,4.1,0.074,16.0,0.99842,3.53,0.72,9.25,49.0
696,7.0,0.65,0.02,2.1,0.066,8.0,0.9972,3.47,0.67,9.5,17.0
1088,11.6,0.41,0.54,1.5,0.095,22.0,0.99735,3.02,0.76,9.9,19.0
416,10.6,0.48,0.64,2.2,0.111,6.0,0.997,3.26,0.66,11.7,14.0
187,7.7,0.705,0.1,2.6,0.084,9.0,0.9976,3.39,0.49,9.7,17.0
1112,7.9,0.33,0.41,1.5,0.056,6.0,0.99396,3.29,0.71,11.0,29.0
1550,7.1,0.68,0.0,2.3,0.087,17.0,0.99783,3.45,0.53,9.5,9.0
1064,8.2,0.74,0.09,2.0,0.067,5.0,0.99418,3.28,0.57,11.8,5.0
1256,7.5,0.59,0.22,1.8,0.082,43.0,0.99499,3.1,0.42,9.2,17.0
1010,8.9,0.28,0.45,1.7,0.067,7.0,0.99354,3.25,0.55,12.3,5.0
26,7.6,0.41,0.24,1.8,0.08,4.0,0.9962,3.28,0.59,9.5,7.0
414,8.8,0.52,0.34,2.7,0.087,24.0,0.9982,3.26,0.61,9.5,98.0
147,7.6,0.49,0.26,1.6,0.236,10.0,0.9968,3.11,0.8,9.3,78.0
559,13.0,0.47,0.49,4.3,0.085,6.0,1.0021,3.3,0.68,12.7,41.0
95,4.7,0.6,0.17,2.3,0.058,17.0,0.9932,3.85,0.6,12.9,89.0
488,11.6,0.32,0.55,2.8,0.081,35.0,1.0002,3.32,0.92,10.8,32.0
1371,7.5,0.58,0.56,3.1,0.153,5.0,0.99476,3.21,1.03,11.6,9.0
464,11.5,0.315,0.54,2.1,0.084,5.0,0.9987,2.98,0.7,9.2,10.0
401,7.7,0.26,0.3,1.7,0.059,20.0,0.9949,3.29,0.47,10.8,18.0
492,8.9,0.4,0.51,2.6,0.052,13.0,0.995,3.32,0.9,13.4,14.0
1286,7.1,0.16,0.44,2.5,0.068,17.0,0.99328,3.35,0.54,12.4,14.0
273,8.4,0.715,0.2,2.4,0.076,10.0,0.99735,3.31,0.64,9.4,28.0
1492,6.2,0.65,0.06,1.6,0.05,6.0,0.99348,3.57,0.54,11.95,12.0
742,6.5,0.615,0.0,1.9,0.065,9.0,0.9972,3.46,0.65,9.2,9.0
304,8.4,0.65,0.6,2.1,0.112,12.0,0.9973,3.2,0.52,9.2,78.0
1265,7.2,0.57,0.05,2.3,0.081,16.0,0.99564,3.38,0.6,10.3,20.0
229,6.9,0.52,0.25,2.6,0.081,10.0,0.99685,3.46,0.5,11.0,27.0
235,7.2,0.63,0.0,1.9,0.097,14.0,0.99675,3.37,0.58,9.0,24.0
915,8.6,0.315,0.4,2.2,0.079,3.0,0.99512,3.27,0.67,11.9,3.0
591,6.6,0.39,0.49,1.7,0.07,23.0,0.9922,3.12,0.5,11.5,126.0
265,11.8,0.26,0.52,1.8,0.071,6.0,0.9968,3.2,0.72,10.2,4.0
661,7.5,0.42,0.31,1.6,0.08,15.0,0.9978,3.31,0.64,9.0,27.0
16,8.5,0.28,0.56,1.8,0.092,35.0,0.9969,3.3,0.75,10.5,68.0
612,7.5,0.64,0.0,2.4,0.077,18.0,0.9965,3.32,0.6,10.0,11.0
1565,6.7,0.67,0.02,1.9,0.061,26.0,0.99489,3.39,0.82,10.9,16.0
624,6.8,0.69,0.0,5.6,0.124,21.0,0.9997,3.46,0.72,10.2,37.0
1038,8.7,0.41,0.41,6.2,0.078,25.0,0.9953,3.24,0.77,12.6,17.0
946,10.2,0.44,0.58,4.1,0.092,11.0,0.99745,3.29,0.99,12.0,13.0
171,8.0,0.42,0.17,2.0,0.073,6.0,0.9972,3.29,0.61,9.2,12.0
1528,7.9,0.29,0.49,2.2,0.096,21.0,0.99714,3.31,0.67,10.1,38.0
909,7.3,0.305,0.39,1.2,0.059,7.0,0.99331,3.29,0.52,11.5,4.0
87,7.7,0.49,0.26,1.9,0.062,9.0,0.9966,3.39,0.64,9.6,22.0
1125,8.8,0.24,0.35,1.7,0.055,13.0,0.99394,3.14,0.59,11.3,14.0
566,8.7,0.7,0.24,2.5,0.226,5.0,0.9991,3.32,0.6,9.0,10.0
165,7.8,0.63,0.48,1.7,0.1,14.0,0.9961,3.19,0.62,9.5,82.0
289,11.6,0.42,0.53,3.3,0.105,33.0,1.001,3.2,0.95,9.2,65.0
1002,9.1,0.29,0.33,2.05,0.063,13.0,0.99516,3.26,0.84,11.7,14.0
108,8.0,0.33,0.53,2.5,0.091,18.0,0.9976,3.37,0.8,9.6,62.0
1478,7.1,0.875,0.05,5.7,0.082,3.0,0.99808,3.4,0.52,10.2,11.0
413,9.9,0.4,0.53,6.7,0.097,6.0,0.9986,3.27,0.82,11.7,13.0
1,7.8,0.88,0.0,2.6,0.098,25.0,0.9968,3.2,0.68,9.8,42.0
335,11.9,0.695,0.53,3.4,0.128,7.0,0.9992,3.17,0.84,12.2,14.0
705,8.4,1.035,0.15,6.0,0.073,11.0,0.999,3.37,0.49,9.9,43.0
1592,6.3,0.51,0.13,2.3,0.076,29.0,0.99574,3.42,0.75,11.0,11.0
1101,7.4,0.49,0.27,2.1,0.071,14.0,0.99388,3.35,0.63,12.0,11.0
1591,5.4,0.74,0.09,1.7,0.089,16.0,0.99402,3.67,0.56,11.6,10.0
